survey_id,site_code,survey_start,survey_end,survey_method,observation_hours,observed_bat_count,acoustic_detection_count,nightly_visit_count,colony_estimate,comparison_species_count,observer_team,survey_quality,weather_interference
BAT-0002758,AVL-RBC,2021-04-05T18:00:00,2021-04-12T00:00:00,fixed_acoustic_station,35.2,32,48,24,33.6,16,TEAM-12-4,acceptable,25.6
BAT-0002759,AVL-RBC,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,33.4,29,47,24,29.5,7,TEAM-12-4,high,22.2
BAT-0002760,AVL-RBC,2021-06-05T18:00:00,2021-06-12T00:00:00,acoustic_and_visual,23.8,31,33,9,37.2,9,TEAM-12-4,acceptable,48.9
BAT-0002761,AVL-RBC,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,31.7,27,29,23,31.7,5,TEAM-12-4,acceptable,41.2
BAT-0002762,AVL-RBC,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_and_visual,18.0,14,18,5,11.5,12,TEAM-12-4,high,55.5
BAT-0002763,AVL-RBC,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_and_visual,26.5,14,30,7,13.1,10,TEAM-12-4,high,52.2
BAT-0002764,AVL-RBC,2021-10-05T18:00:00,2021-10-12T00:00:00,acoustic_transect,18.1,6,19,7,5.2,11,TEAM-12-4,high,69.3
BAT-0002765,AVL-RBC,2021-11-05T18:00:00,2021-11-12T00:00:00,fixed_acoustic_station,32.6,28,26,12,32.9,8,TEAM-12-4,acceptable,29.2
BAT-0002766,AVL-RBC,2021-12-05T18:00:00,2021-12-12T00:00:00,fixed_acoustic_station,25.3,10,19,6,11.0,7,TEAM-12-4,acceptable,41.5
BAT-0002767,AVL-RBC,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_transect,30.4,9,22,17,16.2,14,TEAM-12-4,high,26.9
BAT-0002768,AVL-RBC,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_and_visual,28.8,20,43,18,24.0,13,TEAM-12-4,high,32.6
BAT-0002769,AVL-RBC,2022-03-05T18:00:00,2022-03-12T00:00:00,fixed_acoustic_station,37.2,20,35,18,19.2,13,TEAM-12-4,high,20.0
BAT-0002770,AVL-RBC,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_and_visual,35.8,40,40,16,36.6,8,TEAM-12-4,high,20.2
BAT-0002771,AVL-RBC,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_and_visual,29.4,18,42,11,17.0,9,TEAM-12-4,high,28.5
BAT-0002772,AVL-RBC,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,23.9,24,36,16,28.6,11,TEAM-12-4,acceptable,51.8
BAT-0002773,AVL-RBC,2022-07-05T18:00:00,2022-07-12T00:00:00,acoustic_and_visual,24.0,17,28,13,19.7,9,TEAM-12-4,acceptable,39.0
BAT-0002774,AVL-RBC,2022-08-05T18:00:00,2022-08-12T00:00:00,fixed_acoustic_station,25.7,12,22,18,11.0,11,TEAM-12-4,acceptable,64.1
BAT-0002775,AVL-RBC,2022-09-05T18:00:00,2022-09-12T00:00:00,fixed_acoustic_station,25.1,12,10,14,14.6,11,TEAM-12-4,acceptable,68.5
BAT-0002776,AVL-RBC,2022-10-05T18:00:00,2022-10-12T00:00:00,fixed_acoustic_station,27.7,16,25,13,18.2,8,TEAM-12-4,acceptable,39.6
BAT-0002777,AVL-RBC,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_transect,31.3,13,9,9,12.5,10,TEAM-12-4,acceptable,45.3
BAT-0002778,AVL-RBC,2022-12-05T18:00:00,2022-12-12T00:00:00,acoustic_and_visual,28.1,19,36,18,25.9,10,TEAM-12-4,high,22.9
BAT-0002779,AVL-RBC,2023-01-05T18:00:00,2023-01-12T00:00:00,acoustic_and_visual,30.4,12,31,14,12.9,9,TEAM-12-4,acceptable,17.9
BAT-0002780,AVL-RBC,2023-02-05T18:00:00,2023-02-12T00:00:00,fixed_acoustic_station,37.1,33,34,27,37.9,12,TEAM-12-4,acceptable,19.4
BAT-0002781,AVL-RBC,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_transect,35.0,25,35,26,26.6,9,TEAM-12-4,acceptable,21.4
BAT-0002782,AVL-RBC,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_and_visual,24.9,18,38,12,19.0,9,TEAM-12-4,acceptable,28.7
BAT-0002783,AVL-RBC,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_and_visual,37.1,22,45,16,22.6,12,TEAM-12-4,high,11.0
BAT-0002784,AVL-RBC,2023-06-05T18:00:00,2023-06-12T00:00:00,acoustic_and_visual,35.8,26,56,11,23.3,2,TEAM-12-4,high,27.5
BAT-0002785,AVL-RBC,2023-07-05T18:00:00,2023-07-12T00:00:00,acoustic_transect,32.1,27,28,15,32.7,6,TEAM-12-4,acceptable,39.4
BAT-0002786,AVL-RBC,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_transect,33.5,24,16,16,30.8,7,TEAM-12-4,acceptable,46.1
BAT-0002787,AVL-RBC,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_and_visual,22.2,14,19,17,16.0,7,TEAM-12-4,acceptable,56.5
BAT-0002788,AVL-RBC,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_transect,34.6,14,31,10,14.1,11,TEAM-12-4,acceptable,47.5
BAT-0002789,AVL-RBC,2023-11-05T18:00:00,2023-11-12T00:00:00,fixed_acoustic_station,32.6,15,22,15,15.6,6,TEAM-12-4,high,53.5
BAT-0002790,AVL-RBC,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_and_visual,33.2,20,23,16,23.4,14,TEAM-12-4,high,37.1
BAT-0002791,AVL-RBC,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_and_visual,36.6,18,23,13,17.4,8,TEAM-12-4,high,33.2
BAT-0002792,AVL-RBC,2024-02-05T18:00:00,2024-02-12T00:00:00,fixed_acoustic_station,37.1,25,31,21,33.0,5,TEAM-12-4,high,18.8
BAT-0002793,AVL-RBC,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_and_visual,35.0,21,59,22,21.4,9,TEAM-12-4,high,9.2
BAT-0002794,AVL-RBC,2024-04-05T18:00:00,2024-04-12T00:00:00,fixed_acoustic_station,33.4,41,55,15,44.4,9,TEAM-12-4,acceptable,19.2
BAT-0002795,AVL-RBC,2024-05-05T18:00:00,2024-05-12T00:00:00,acoustic_and_visual,27.4,28,65,20,29.9,8,TEAM-12-4,acceptable,23.5
BAT-0002796,AVL-RBC,2024-06-05T18:00:00,2024-06-12T00:00:00,fixed_acoustic_station,30.7,42,46,25,54.4,7,TEAM-12-4,high,36.5
BAT-0002797,AVL-RBC,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_and_visual,29.2,16,30,19,20.9,5,TEAM-12-4,high,41.7
BAT-0002798,AVL-RBC,2024-08-05T18:00:00,2024-08-12T00:00:00,acoustic_and_visual,24.7,11,21,13,16.8,14,TEAM-12-4,high,41.8
BAT-0002799,AVL-RBC,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_transect,31.8,20,19,11,19.1,13,TEAM-12-4,acceptable,55.4
BAT-0002800,AVL-RBC,2024-10-05T18:00:00,2024-10-12T00:00:00,acoustic_transect,25.7,15,24,7,17.5,12,TEAM-12-4,acceptable,50.1
BAT-0002801,AVL-RBC,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_transect,30.1,15,23,9,18.0,9,TEAM-12-4,acceptable,47.2
BAT-0002802,AVL-RBC,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_transect,30.5,21,22,12,25.9,13,TEAM-12-4,acceptable,44.8
BAT-0002803,AVL-RBC,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,35.5,18,35,11,19.2,10,TEAM-12-4,high,29.6
BAT-0002804,AVL-RBC,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_and_visual,32.4,25,36,18,30.1,12,TEAM-12-4,acceptable,19.1
BAT-0002805,AVL-RBC,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_and_visual,40.0,30,38,19,32.2,6,TEAM-12-4,acceptable,22.0
BAT-0002806,AVL-RBC,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_transect,33.5,30,49,14,30.4,10,TEAM-12-4,high,20.4
BAT-0002807,AVL-RBC,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_transect,38.9,39,49,22,48.9,7,TEAM-12-4,high,20.5
BAT-0002808,AVL-RBC,2025-06-05T18:00:00,2025-06-12T00:00:00,fixed_acoustic_station,38.4,28,42,25,33.9,22,TEAM-12-4,high,31.2
BAT-0002809,AVL-KAR,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_transect,34.0,11,20,14,13.4,8,TEAM-12-5,high,30.2
BAT-0002810,AVL-KAR,2019-02-05T18:00:00,2019-02-12T00:00:00,fixed_acoustic_station,34.7,16,21,14,21.8,8,TEAM-12-5,acceptable,7.6
BAT-0002811,AVL-KAR,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,33.6,21,41,16,23.2,7,TEAM-12-5,high,30.4
BAT-0002812,AVL-KAR,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_transect,37.2,20,44,24,19.4,9,TEAM-12-5,acceptable,19.2
BAT-0002813,AVL-KAR,2019-05-05T18:00:00,2019-05-12T00:00:00,fixed_acoustic_station,30.8,23,27,7,25.3,5,TEAM-12-5,high,29.8
BAT-0002814,AVL-KAR,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,23.3,18,13,5,20.3,11,TEAM-12-5,acceptable,35.4
BAT-0002815,AVL-KAR,2019-07-05T18:00:00,2019-07-12T00:00:00,fixed_acoustic_station,27.6,18,23,11,23.8,11,TEAM-12-5,acceptable,47.1
BAT-0002816,AVL-KAR,2019-08-05T18:00:00,2019-08-12T00:00:00,fixed_acoustic_station,26.5,4,13,7,3.2,13,TEAM-12-5,acceptable,51.0
BAT-0002817,AVL-KAR,2019-09-05T18:00:00,2019-09-12T00:00:00,fixed_acoustic_station,21.3,11,16,7,10.7,7,TEAM-12-5,acceptable,64.0
BAT-0002818,AVL-KAR,2019-10-05T18:00:00,2019-10-12T00:00:00,fixed_acoustic_station,29.3,19,10,8,18.5,15,TEAM-12-5,acceptable,67.6
BAT-0002819,AVL-KAR,2019-11-05T18:00:00,2019-11-12T00:00:00,acoustic_and_visual,28.2,21,27,18,21.6,12,TEAM-12-5,high,50.5
BAT-0002820,AVL-KAR,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_transect,29.8,13,19,11,20.2,5,TEAM-12-5,acceptable,47.4
BAT-0002821,AVL-KAR,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,27.6,12,16,6,10.9,6,TEAM-12-5,acceptable,36.0
BAT-0002822,AVL-KAR,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_transect,34.3,9,21,8,5.5,14,TEAM-12-5,acceptable,18.3
BAT-0002823,AVL-KAR,2020-03-05T18:00:00,2020-03-12T00:00:00,acoustic_transect,38.8,23,38,19,28.3,10,TEAM-12-5,high,0.1
BAT-0002824,AVL-KAR,2020-04-05T18:00:00,2020-04-12T00:00:00,fixed_acoustic_station,36.6,25,33,12,34.8,6,TEAM-12-5,high,26.9
BAT-0002825,AVL-KAR,2020-05-05T18:00:00,2020-05-12T00:00:00,fixed_acoustic_station,30.0,23,48,14,29.0,7,TEAM-12-5,acceptable,25.8
BAT-0002826,AVL-KAR,2020-06-05T18:00:00,2020-06-12T00:00:00,acoustic_and_visual,29.5,23,23,14,24.4,6,TEAM-12-5,high,53.8
BAT-0002827,AVL-KAR,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_transect,32.5,22,19,18,30.2,10,TEAM-12-5,acceptable,53.3
BAT-0002828,AVL-KAR,2020-08-05T18:00:00,2020-08-12T00:00:00,fixed_acoustic_station,27.4,9,5,5,9.8,8,TEAM-12-5,acceptable,69.0
BAT-0002829,AVL-KAR,2020-09-05T18:00:00,2020-09-12T00:00:00,fixed_acoustic_station,23.1,17,14,8,16.5,8,TEAM-12-5,acceptable,60.2
BAT-0002830,AVL-KAR,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_transect,27.5,8,22,12,7.1,9,TEAM-12-5,acceptable,46.7
BAT-0002831,AVL-KAR,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_transect,29.1,14,16,10,15.2,16,TEAM-12-5,high,46.6
BAT-0002832,AVL-KAR,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_transect,24.5,9,8,7,6.6,10,TEAM-12-5,high,47.0
BAT-0002833,AVL-KAR,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_transect,30.0,23,31,8,31.1,7,TEAM-12-5,high,35.3
BAT-0002834,AVL-KAR,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_transect,37.1,18,16,14,20.9,9,TEAM-12-5,high,24.4
BAT-0002835,AVL-KAR,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,34.3,13,14,12,11.9,7,TEAM-12-5,acceptable,31.5
BAT-0002836,AVL-KAR,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_transect,35.3,25,37,32,23.8,15,TEAM-12-5,high,29.2
BAT-0002837,AVL-KAR,2021-05-05T18:00:00,2021-05-12T00:00:00,fixed_acoustic_station,32.3,26,33,15,29.0,10,TEAM-12-5,high,19.3
BAT-0002838,AVL-KAR,2021-06-05T18:00:00,2021-06-12T00:00:00,fixed_acoustic_station,31.5,22,45,15,27.9,9,TEAM-12-5,high,37.6
BAT-0002839,AVL-KAR,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_and_visual,26.5,26,23,13,20.7,7,TEAM-12-5,high,60.9
BAT-0002840,AVL-KAR,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_and_visual,26.9,15,13,10,16.1,9,TEAM-12-5,acceptable,66.5
BAT-0002841,AVL-KAR,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_transect,24.4,9,16,5,7.8,10,TEAM-12-5,acceptable,47.4
BAT-0002842,AVL-KAR,2021-10-05T18:00:00,2021-10-12T00:00:00,acoustic_transect,30.1,13,16,17,15.7,13,TEAM-12-5,acceptable,59.0
BAT-0002843,AVL-KAR,2021-11-05T18:00:00,2021-11-12T00:00:00,fixed_acoustic_station,28.2,6,11,7,6.2,13,TEAM-12-5,high,52.0
BAT-0002844,AVL-KAR,2021-12-05T18:00:00,2021-12-12T00:00:00,acoustic_transect,36.9,15,25,21,16.2,11,TEAM-12-5,acceptable,25.5
BAT-0002845,AVL-KAR,2022-01-05T18:00:00,2022-01-12T00:00:00,fixed_acoustic_station,33.0,13,21,9,11.7,13,TEAM-12-5,acceptable,33.3
BAT-0002846,AVL-KAR,2022-02-05T18:00:00,2022-02-12T00:00:00,fixed_acoustic_station,27.5,7,26,7,8.0,5,TEAM-12-5,high,34.4
BAT-0002847,AVL-KAR,2022-03-05T18:00:00,2022-03-12T00:00:00,acoustic_and_visual,35.2,26,42,16,33.3,11,TEAM-12-5,high,27.2
BAT-0002848,AVL-KAR,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_and_visual,32.1,29,45,17,33.4,9,TEAM-12-5,high,15.0
BAT-0002849,AVL-KAR,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_transect,40.4,25,35,17,31.8,11,TEAM-12-5,high,6.8
BAT-0002850,AVL-KAR,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,25.2,21,31,17,24.4,8,TEAM-12-5,high,32.8
BAT-0002851,AVL-KAR,2022-07-05T18:00:00,2022-07-12T00:00:00,acoustic_transect,34.1,16,29,14,18.2,13,TEAM-12-5,high,42.4
BAT-0002852,AVL-KAR,2022-08-05T18:00:00,2022-08-12T00:00:00,acoustic_and_visual,24.1,15,13,10,19.9,4,TEAM-12-5,acceptable,63.4
BAT-0002853,AVL-KAR,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_and_visual,27.6,13,14,2,16.1,12,TEAM-12-5,high,62.5
BAT-0002854,AVL-KAR,2022-10-05T18:00:00,2022-10-12T00:00:00,acoustic_and_visual,30.9,5,32,10,4.6,12,TEAM-12-5,high,49.6
BAT-0002855,AVL-KAR,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_transect,34.3,17,23,5,20.8,2,TEAM-12-5,high,31.7
BAT-0002856,AVL-KAR,2022-12-05T18:00:00,2022-12-12T00:00:00,acoustic_and_visual,38.4,17,30,12,16.5,11,TEAM-12-5,high,27.1
BAT-0002857,AVL-KAR,2023-01-05T18:00:00,2023-01-12T00:00:00,acoustic_and_visual,35.5,16,17,12,20.9,11,TEAM-12-5,acceptable,29.1
BAT-0002858,AVL-KAR,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_transect,30.6,16,15,16,16.8,8,TEAM-12-5,acceptable,18.5
BAT-0002859,AVL-KAR,2023-03-05T18:00:00,2023-03-12T00:00:00,fixed_acoustic_station,34.8,16,38,7,13.8,8,TEAM-12-5,high,14.1
BAT-0002860,AVL-KAR,2023-04-05T18:00:00,2023-04-12T00:00:00,fixed_acoustic_station,34.6,15,33,14,18.8,10,TEAM-12-5,high,14.5
BAT-0002861,AVL-KAR,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_transect,30.1,15,23,6,15.1,11,TEAM-12-5,acceptable,38.4
BAT-0002862,AVL-KAR,2023-06-05T18:00:00,2023-06-12T00:00:00,acoustic_transect,31.4,15,37,13,12.8,5,TEAM-12-5,high,42.3
BAT-0002863,AVL-KAR,2023-07-05T18:00:00,2023-07-12T00:00:00,fixed_acoustic_station,35.0,27,21,8,30.3,15,TEAM-12-5,high,30.1
BAT-0002864,AVL-KAR,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_transect,20.8,6,12,9,4.5,15,TEAM-12-5,acceptable,53.4
BAT-0002865,AVL-KAR,2023-09-05T18:00:00,2023-09-12T00:00:00,fixed_acoustic_station,28.8,15,16,11,15.7,12,TEAM-12-5,acceptable,60.0
BAT-0002866,AVL-KAR,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_and_visual,30.1,16,15,8,19.9,11,TEAM-12-5,high,54.0
BAT-0002867,AVL-KAR,2023-11-05T18:00:00,2023-11-12T00:00:00,acoustic_transect,26.3,21,20,9,23.1,11,TEAM-12-5,high,42.4
BAT-0002868,AVL-KAR,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_and_visual,34.4,10,19,9,8.7,9,TEAM-12-5,acceptable,47.8
BAT-0002869,AVL-KAR,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_and_visual,30.6,13,17,20,11.3,7,TEAM-12-5,high,25.7
BAT-0002870,AVL-KAR,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_transect,39.1,17,28,11,18.5,7,TEAM-12-5,high,20.8
BAT-0002871,AVL-KAR,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_transect,32.8,24,34,8,28.4,10,TEAM-12-5,acceptable,19.2
BAT-0002872,AVL-KAR,2024-04-05T18:00:00,2024-04-12T00:00:00,acoustic_transect,35.9,19,46,17,20.7,10,TEAM-12-5,high,7.8
BAT-0002873,AVL-KAR,2024-05-05T18:00:00,2024-05-12T00:00:00,fixed_acoustic_station,38.3,32,29,12,34.1,11,TEAM-12-5,high,29.2
BAT-0002874,AVL-KAR,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_and_visual,33.9,19,26,20,27.1,13,TEAM-12-5,high,45.1
BAT-0002875,AVL-KAR,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_and_visual,27.2,21,10,7,22.1,14,TEAM-12-5,acceptable,49.1
BAT-0002876,AVL-KAR,2024-08-05T18:00:00,2024-08-12T00:00:00,fixed_acoustic_station,22.2,4,17,10,1.7,7,TEAM-12-5,high,56.0
BAT-0002877,AVL-KAR,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_transect,32.0,17,20,11,17.4,6,TEAM-12-5,acceptable,55.5
BAT-0002878,AVL-KAR,2024-10-05T18:00:00,2024-10-12T00:00:00,acoustic_transect,36.8,6,20,5,6.3,6,TEAM-12-5,high,46.4
BAT-0002879,AVL-KAR,2024-11-05T18:00:00,2024-11-12T00:00:00,fixed_acoustic_station,26.9,18,14,4,22.7,12,TEAM-12-5,high,45.8
BAT-0002880,AVL-KAR,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_and_visual,24.2,16,14,8,15.2,13,TEAM-12-5,acceptable,55.7
BAT-0002881,AVL-KAR,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,31.6,14,24,12,17.5,9,TEAM-12-5,high,38.4
BAT-0002882,AVL-KAR,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_transect,39.9,17,28,13,17.3,5,TEAM-12-5,acceptable,15.7
BAT-0002883,AVL-KAR,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_and_visual,26.3,11,18,4,10.0,10,TEAM-12-5,acceptable,36.6
BAT-0002884,AVL-KAR,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_transect,30.8,15,30,12,16.2,10,TEAM-12-5,acceptable,38.0
BAT-0002885,AVL-KAR,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_transect,36.1,25,35,12,22.9,11,TEAM-12-5,acceptable,36.6
BAT-0002886,AVL-KAR,2025-06-05T18:00:00,2025-06-12T00:00:00,acoustic_transect,35.3,22,36,13,23.9,7,TEAM-12-5,high,28.0
BAT-0002887,AVL-YAU,2019-01-05T18:00:00,2019-01-12T00:00:00,fixed_acoustic_station,22.7,13,27,8,11.8,6,TEAM-12-1,acceptable,36.4
BAT-0002888,AVL-YAU,2019-02-05T18:00:00,2019-02-12T00:00:00,acoustic_and_visual,37.4,24,33,21,27.7,7,TEAM-12-1,acceptable,21.8
BAT-0002889,AVL-YAU,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,37.8,29,43,25,36.8,12,TEAM-12-1,high,17.8
BAT-0002890,AVL-YAU,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_and_visual,28.2,28,38,19,38.7,10,TEAM-12-1,acceptable,21.5
BAT-0002891,AVL-YAU,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_transect,30.9,27,32,20,32.9,10,TEAM-12-1,high,42.0
BAT-0002892,AVL-YAU,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,30.6,29,33,20,33.3,6,TEAM-12-1,high,42.9
BAT-0002893,AVL-YAU,2019-07-05T18:00:00,2019-07-12T00:00:00,fixed_acoustic_station,30.7,31,35,16,32.4,14,TEAM-12-1,high,39.5
BAT-0002894,AVL-YAU,2019-08-05T18:00:00,2019-08-12T00:00:00,acoustic_and_visual,25.8,20,20,13,24.8,9,TEAM-12-1,acceptable,56.0
BAT-0002895,AVL-YAU,2019-09-05T18:00:00,2019-09-12T00:00:00,fixed_acoustic_station,29.0,12,26,8,13.1,13,TEAM-12-1,high,56.3
BAT-0002896,AVL-YAU,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_and_visual,26.9,12,25,14,12.9,9,TEAM-12-1,acceptable,52.8
BAT-0002897,AVL-YAU,2019-11-05T18:00:00,2019-11-12T00:00:00,fixed_acoustic_station,29.3,20,24,9,21.6,6,TEAM-12-1,acceptable,51.2
BAT-0002898,AVL-YAU,2019-12-05T18:00:00,2019-12-12T00:00:00,fixed_acoustic_station,27.2,17,39,18,16.9,8,TEAM-12-1,high,50.0
BAT-0002899,AVL-YAU,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_and_visual,32.3,20,28,14,26.0,11,TEAM-12-1,acceptable,33.3
BAT-0002900,AVL-YAU,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,39.6,30,60,23,31.4,7,TEAM-12-1,high,21.5
BAT-0002901,AVL-YAU,2020-03-05T18:00:00,2020-03-12T00:00:00,acoustic_transect,27.0,23,23,22,24.5,12,TEAM-12-1,high,26.6
BAT-0002902,AVL-YAU,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_and_visual,41.6,38,51,23,33.3,12,TEAM-12-1,acceptable,7.7
BAT-0002903,AVL-YAU,2020-05-05T18:00:00,2020-05-12T00:00:00,fixed_acoustic_station,34.7,38,40,16,33.5,15,TEAM-12-1,acceptable,27.7
BAT-0002904,AVL-YAU,2020-06-05T18:00:00,2020-06-12T00:00:00,acoustic_and_visual,27.4,24,36,17,20.3,10,TEAM-12-1,high,50.2
BAT-0002905,AVL-YAU,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_and_visual,24.9,21,45,11,25.3,19,TEAM-12-1,high,51.6
BAT-0002906,AVL-YAU,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,19.7,11,19,8,13.0,11,TEAM-12-1,acceptable,69.3
BAT-0002907,AVL-YAU,2020-09-05T18:00:00,2020-09-12T00:00:00,fixed_acoustic_station,29.3,11,16,6,9.7,11,TEAM-12-1,acceptable,56.6
BAT-0002908,AVL-YAU,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_transect,16.0,8,11,7,10.1,11,TEAM-12-1,limited,48.2
BAT-0002909,AVL-YAU,2020-11-05T18:00:00,2020-11-12T00:00:00,fixed_acoustic_station,23.4,15,25,8,17.3,8,TEAM-12-1,high,46.2
BAT-0002910,AVL-YAU,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_transect,26.4,11,22,10,10.1,9,TEAM-12-1,acceptable,51.4
BAT-0002911,AVL-YAU,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_transect,28.4,17,28,8,22.0,12,TEAM-12-1,high,28.4
BAT-0002912,AVL-YAU,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_and_visual,36.2,20,28,15,20.9,7,TEAM-12-1,high,16.5
BAT-0002913,AVL-YAU,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,25.2,21,43,13,17.9,9,TEAM-12-1,acceptable,29.6
BAT-0002914,AVL-YAU,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_transect,34.6,44,82,25,51.7,9,TEAM-12-1,acceptable,8.7
BAT-0002915,AVL-YAU,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,32.2,32,58,27,39.4,12,TEAM-12-1,acceptable,33.6
BAT-0002916,AVL-YAU,2021-06-05T18:00:00,2021-06-12T00:00:00,fixed_acoustic_station,34.0,30,37,26,36.9,8,TEAM-12-1,high,43.8
BAT-0002917,AVL-YAU,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_transect,30.6,29,32,36,34.6,5,TEAM-12-1,high,48.7
BAT-0002918,AVL-YAU,2021-08-05T18:00:00,2021-08-12T00:00:00,acoustic_and_visual,23.3,25,20,10,28.5,6,TEAM-12-1,acceptable,60.8
BAT-0002919,AVL-YAU,2021-09-05T18:00:00,2021-09-12T00:00:00,fixed_acoustic_station,24.6,13,13,10,16.2,18,TEAM-12-1,acceptable,74.7
BAT-0002920,AVL-YAU,2021-10-05T18:00:00,2021-10-12T00:00:00,fixed_acoustic_station,26.6,17,23,13,16.4,7,TEAM-12-1,acceptable,60.6
BAT-0002921,AVL-YAU,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_transect,25.4,18,21,15,21.8,7,TEAM-12-1,high,59.0
BAT-0002922,AVL-YAU,2021-12-05T18:00:00,2021-12-12T00:00:00,fixed_acoustic_station,39.0,29,36,11,33.0,16,TEAM-12-1,acceptable,14.8
