site_code,reporting_month,mean_temperature_c,rainfall_mm,mean_humidity_pct,vegetation_cover_pct,habitat_disturbance_index,pesticide_index,land_use_category,weather_exception_code,data_completeness_pct
KNT-LUM,2024-11-01,25.33,115.4,72.6,52.1,40.0,7.5,karst_habitat,NONE,98.5
KNT-LUM,2024-12-01,24.84,103.2,69.9,55.3,47.4,2.4,karst_habitat,NONE,98.1
KNT-LUM,2025-01-01,25.49,37.2,62.8,52.6,47.2,10.1,karst_habitat,NONE,100.0
KNT-LUM,2025-02-01,27.01,57.5,66.1,60.1,54.9,9.0,karst_habitat,NONE,96.0
KNT-LUM,2025-03-01,27.98,117.7,65.3,51.2,55.3,22.3,karst_habitat,NONE,98.5
KNT-LUM,2025-04-01,28.15,179.0,70.1,54.3,50.0,10.1,karst_habitat,NONE,100.0
KNT-LUM,2025-05-01,28.05,207.9,81.1,62.0,52.4,4.8,karst_habitat,NONE,94.3
KNT-LUM,2025-06-01,27.43,300.7,81.9,60.7,64.4,9.5,karst_habitat,NONE,93.7
KNT-NNM,2019-01-01,25.89,66.1,70.4,53.8,28.4,34.0,karst_habitat,NONE,92.3
KNT-NNM,2019-02-01,26.86,34.8,66.2,63.1,39.8,44.2,karst_habitat,DRY_SPELL,98.3
KNT-NNM,2019-03-01,26.99,83.2,69.9,60.4,31.6,41.6,karst_habitat,NONE,98.2
KNT-NNM,2019-04-01,28.61,154.6,74.0,65.6,34.6,23.5,karst_habitat,NONE,91.5
KNT-NNM,2019-05-01,26.98,192.3,75.1,67.5,42.5,39.7,karst_habitat,NONE,88.7
KNT-NNM,2019-06-01,26.6,236.1,77.9,70.75,38.1,38.7,karst_habitat,NONE,87.8
KNT-NNM,2019-07-01,26.6,250.6,87.1,74.0,25.7,41.8,karst_habitat,NONE,93.6
KNT-NNM,2019-08-01,24.74,203.7,81.6,81.8,23.4,38.1,karst_habitat,NONE,94.7
KNT-NNM,2019-09-01,23.69,181.0,79.7,64.7,35.2,38.8,karst_habitat,NONE,92.8
KNT-NNM,2019-10-01,24.12,210.7,80.2,66.3,24.4,25.0,karst_habitat,NONE,96.4
KNT-NNM,2019-11-01,25.01,84.4,68.2,60.2,36.1,32.7,karst_habitat,NONE,98.2
KNT-NNM,2019-12-01,25.55,54.4,69.3,67.0,31.6,32.1,karst_habitat,NONE,100.0
KNT-NNM,2020-01-01,25.72,68.7,67.7,61.1,34.3,32.6,karst_habitat,NONE,98.3
KNT-NNM,2020-02-01,27.29,70.3,72.0,54.3,39.7,39.3,karst_habitat,NONE,92.1
KNT-NNM,2020-03-01,26.86,98.1,73.8,62.5,26.8,44.0,karst_habitat,NONE,93.5
KNT-NNM,2020-04-01,27.94,122.7,75.1,69.4,16.2,31.2,karst_habitat,NONE,96.8
KNT-NNM,2020-05-01,26.13,186.9,77.2,66.0,23.0,32.2,karst_habitat,NONE,95.2
KNT-NNM,2020-06-01,26.24,196.1,84.0,72.0,36.5,31.0,karst_habitat,NONE,98.2
KNT-NNM,2020-07-01,25.83,240.9,78.0,67.3,35.4,45.3,karst_habitat,NONE,100.0
KNT-NNM,2020-08-01,25.56,206.7,81.3,71.2,24.4,41.6,karst_habitat,NONE,94.7
KNT-NNM,2020-09-01,23.94,184.2,81.6,69.3,36.0,26.4,karst_habitat,NONE,96.0
KNT-NNM,2020-10-01,24.01,146.8,77.4,66.4,31.5,35.0,karst_habitat,NONE,95.1
KNT-NNM,2020-11-01,24.08,67.7,69.0,58.3,28.8,32.9,karst_habitat,NONE,99.6
KNT-NNM,2020-12-01,24.32,55.6,67.6,56.7,31.5,21.0,karst_habitat,NONE,97.5
KNT-NNM,2021-01-01,25.91,103.3,68.9,51.9,24.1,42.4,karst_habitat,NONE,96.4
KNT-NNM,2021-02-01,27.19,85.2,67.7,62.3,31.4,31.7,karst_habitat,NONE,96.1
KNT-NNM,2021-03-01,28.19,98.9,71.4,65.2,41.9,23.2,karst_habitat,NONE,96.5
KNT-NNM,2021-04-01,26.87,100.1,77.4,68.4,26.3,18.6,karst_habitat,NONE,97.6
KNT-NNM,2021-05-01,26.65,147.0,82.1,69.4,25.5,41.7,karst_habitat,NONE,100.0
KNT-NNM,2021-06-01,26.15,245.5,78.0,72.8,29.9,42.9,karst_habitat,NONE,93.1
KNT-NNM,2021-07-01,25.52,235.9,82.8,73.7,31.8,35.5,karst_habitat,NONE,100.0
KNT-NNM,2021-08-01,24.68,203.2,82.5,73.4,18.7,42.3,karst_habitat,NONE,98.9
KNT-NNM,2021-09-01,23.12,171.9,77.7,68.5,36.0,38.2,karst_habitat,NONE,96.7
KNT-NNM,2021-10-01,24.56,159.7,76.1,64.2,36.9,41.2,karst_habitat,NONE,98.2
KNT-NNM,2021-11-01,24.25,128.5,72.8,66.9,30.5,40.4,karst_habitat,NONE,94.9
KNT-NNM,2021-12-01,25.03,98.2,69.0,58.4,30.2,26.9,karst_habitat,NONE,91.1
KNT-NNM,2022-01-01,24.9,41.4,72.0,58.9,29.1,24.2,karst_habitat,NONE,100.0
KNT-NNM,2022-02-01,26.0,37.3,67.5,61.6,31.8,41.5,karst_habitat,NONE,96.4
KNT-NNM,2022-03-01,26.97,119.0,71.8,58.4,34.5,40.1,karst_habitat,NONE,97.1
KNT-NNM,2022-04-01,26.87,135.4,78.7,69.6,42.8,30.5,karst_habitat,NONE,95.6
KNT-NNM,2022-05-01,26.99,179.2,83.7,69.8,39.7,37.3,karst_habitat,NONE,96.1
KNT-NNM,2022-06-01,25.93,226.5,83.8,74.8,32.6,31.4,karst_habitat,NONE,94.1
KNT-NNM,2022-07-01,25.12,281.1,79.4,77.3,30.8,34.0,karst_habitat,NONE,96.4
KNT-NNM,2022-08-01,25.05,215.1,80.3,71.6,30.5,43.5,karst_habitat,NONE,100.0
KNT-NNM,2022-09-01,24.02,150.6,78.8,72.3,33.7,33.6,karst_habitat,NONE,98.7
KNT-NNM,2022-10-01,24.29,150.0,78.6,56.9,19.6,40.1,karst_habitat,NONE,94.4
KNT-NNM,2022-11-01,24.41,79.3,69.4,69.6,25.9,24.3,karst_habitat,NONE,94.9
KNT-NNM,2022-12-01,25.26,73.2,68.6,53.0,38.7,40.8,karst_habitat,NONE,96.5
KNT-NNM,2023-01-01,25.69,40.2,66.9,61.0,31.1,37.5,karst_habitat,NONE,97.3
KNT-NNM,2023-02-01,26.79,92.0,64.7,60.4,32.7,30.8,karst_habitat,NONE,95.2
KNT-NNM,2023-03-01,26.61,107.9,66.6,64.4,37.0,27.3,karst_habitat,NONE,100.0
KNT-NNM,2023-04-01,27.22,122.2,79.1,65.6,32.9,30.4,karst_habitat,NONE,96.7
KNT-NNM,2023-05-01,26.74,208.0,80.3,71.0,27.5,35.6,karst_habitat,NONE,94.0
KNT-NNM,2023-06-01,26.39,213.3,82.4,69.3,35.4,34.5,karst_habitat,NONE,90.2
KNT-NNM,2023-07-01,26.53,231.7,88.1,77.5,25.9,36.4,karst_habitat,NONE,92.2
KNT-NNM,2023-08-01,24.83,226.5,83.8,67.8,30.4,23.0,karst_habitat,NONE,95.3
KNT-NNM,2023-09-01,24.77,183.2,83.7,71.2,30.2,55.4,karst_habitat,NONE,93.5
KNT-NNM,2023-10-01,24.43,173.3,73.5,63.9,35.8,41.9,karst_habitat,NONE,98.5
KNT-NNM,2023-11-01,24.23,112.4,72.8,63.6,38.9,41.2,karst_habitat,NONE,98.4
KNT-NNM,2023-12-01,25.39,105.7,65.6,66.4,29.1,20.3,karst_habitat,NONE,95.7
KNT-NNM,2024-01-01,25.98,68.6,66.2,61.9,28.1,28.9,karst_habitat,NONE,94.7
KNT-NNM,2024-02-01,26.56,83.7,69.2,64.0,23.5,41.5,karst_habitat,NONE,95.7
KNT-NNM,2024-03-01,27.31,95.6,71.0,69.3,32.5,43.0,karst_habitat,NONE,91.8
KNT-NNM,2024-04-01,27.64,121.6,72.2,57.6,29.6,41.4,karst_habitat,NONE,99.2
KNT-NNM,2024-05-01,27.18,209.4,78.4,69.3,27.8,35.9,karst_habitat,NONE,97.9
KNT-NNM,2024-06-01,27.78,251.8,82.9,66.3,34.8,29.7,karst_habitat,NONE,95.3
KNT-NNM,2024-07-01,24.95,183.5,86.3,72.0,43.4,38.4,karst_habitat,NONE,93.7
KNT-NNM,2024-08-01,25.23,236.0,86.5,63.6,39.1,36.1,karst_habitat,NONE,92.9
KNT-NNM,2024-09-01,25.02,194.8,81.0,67.9,28.0,39.2,karst_habitat,NONE,90.8
KNT-NNM,2024-10-01,23.83,150.3,74.8,61.5,28.8,36.7,karst_habitat,NONE,99.4
KNT-NNM,2024-11-01,24.36,111.6,71.4,61.3,25.4,26.6,karst_habitat,NONE,94.4
KNT-NNM,2024-12-01,24.38,71.9,64.9,58.9,34.1,40.1,karst_habitat,NONE,92.1
KNT-NNM,2025-01-01,25.86,53.2,68.1,61.3,28.2,35.3,karst_habitat,NONE,98.0
KNT-NNM,2025-02-01,26.62,70.5,63.8,65.0,39.1,36.1,karst_habitat,NONE,94.8
KNT-NNM,2025-03-01,28.63,80.3,71.1,61.2,25.5,26.4,karst_habitat,NONE,93.5
KNT-NNM,2025-04-01,27.05,164.1,73.5,76.6,29.3,20.9,karst_habitat,NONE,96.7
KNT-NNM,2025-05-01,28.03,226.6,80.8,65.5,36.1,46.3,karst_habitat,NONE,98.2
KNT-NNM,2025-06-01,27.11,227.2,77.0,76.5,36.0,47.8,karst_habitat,NONE,94.3
KNT-QWU,2019-01-01,23.89,91.2,72.4,52.1,41.2,29.7,karst_habitat,NONE,90.4
KNT-QWU,2019-02-01,26.15,89.7,69.5,57.2,35.0,62.2,karst_habitat,NONE,98.7
KNT-QWU,2019-03-01,26.29,91.1,74.5,61.0,38.3,45.0,karst_habitat,NONE,98.9
KNT-QWU,2019-04-01,25.94,163.9,77.2,54.8,19.2,62.3,karst_habitat,NONE,97.5
KNT-QWU,2019-05-01,26.21,277.6,84.1,68.5,39.2,35.7,karst_habitat,NONE,89.7
KNT-QWU,2019-06-01,25.61,297.6,85.2,68.1,46.1,23.2,karst_habitat,NONE,96.2
KNT-QWU,2019-07-01,25.13,278.7,87.9,56.9,34.5,29.8,karst_habitat,NONE,95.5
KNT-QWU,2019-08-01,23.76,287.8,81.4,57.6,34.0,52.9,karst_habitat,NONE,90.6
KNT-QWU,2019-09-01,22.32,199.2,79.6,67.6,37.6,60.9,karst_habitat,NONE,94.6
KNT-QWU,2019-10-01,24.24,160.3,81.6,58.1,34.3,61.4,karst_habitat,NONE,96.4
KNT-QWU,2019-11-01,23.84,129.5,69.5,60.6,35.3,30.5,karst_habitat,NONE,96.2
KNT-QWU,2019-12-01,24.23,78.9,69.8,48.8,39.6,27.9,karst_habitat,NONE,97.8
KNT-QWU,2020-01-01,25.24,71.2,68.5,55.5,37.3,33.8,karst_habitat,NONE,98.7
KNT-QWU,2020-02-01,25.29,57.7,72.8,55.8,29.5,48.5,karst_habitat,NONE,99.5
KNT-QWU,2020-03-01,27.18,163.0,72.5,55.3,27.2,66.2,karst_habitat,NONE,92.9
KNT-QWU,2020-04-01,26.23,245.7,80.0,58.9,27.5,54.0,karst_habitat,NONE,99.2
KNT-QWU,2020-05-01,25.81,244.2,82.3,66.6,40.7,25.1,karst_habitat,NONE,100.0
KNT-QWU,2020-06-01,24.72,199.4,88.0,57.3,25.3,23.2,karst_habitat,NONE,97.0
KNT-QWU,2020-07-01,25.05,319.4,87.5,72.3,42.3,14.8,karst_habitat,NONE,94.9
KNT-QWU,2020-08-01,23.01,319.4,86.6,62.3,31.0,57.7,karst_habitat,NONE,98.0
KNT-QWU,2020-09-01,24.35,196.2,79.9,56.6,48.1,52.3,karst_habitat,NONE,94.6
KNT-QWU,2020-10-01,23.04,188.6,72.6,62.2,34.4,50.0,karst_habitat,NONE,96.6
KNT-QWU,2020-11-01,22.92,139.1,72.5,48.0,37.0,32.4,karst_habitat,NONE,94.9
KNT-QWU,2020-12-01,24.16,43.0,69.9,56.7,42.5,23.0,karst_habitat,NONE,96.3
KNT-QWU,2021-01-01,24.63,84.4,68.5,56.8,28.2,21.7,karst_habitat,NONE,94.9
KNT-QWU,2021-02-01,25.31,100.4,72.2,60.7,52.3,44.5,karst_habitat,NONE,100.0
KNT-QWU,2021-03-01,25.77,113.4,71.0,62.2,32.8,62.7,karst_habitat,NONE,99.0
KNT-QWU,2021-04-01,25.69,192.3,72.7,63.4,43.1,52.1,karst_habitat,NONE,98.2
KNT-QWU,2021-05-01,25.77,198.5,82.3,62.4,29.2,25.3,karst_habitat,NONE,97.5
KNT-QWU,2021-06-01,24.59,287.0,92.1,61.7,42.7,32.5,karst_habitat,NONE,98.7
KNT-QWU,2021-07-01,24.8,290.1,86.1,69.3,42.3,31.9,karst_habitat,NONE,97.7
KNT-QWU,2021-08-01,24.04,259.2,86.6,59.6,38.4,62.1,karst_habitat,NONE,98.8
KNT-QWU,2021-09-01,23.72,274.0,78.6,55.6,35.2,47.2,karst_habitat,NONE,95.3
KNT-QWU,2021-10-01,24.36,196.7,75.7,62.7,31.8,50.1,karst_habitat,NONE,98.2
KNT-QWU,2021-11-01,23.43,142.9,72.6,53.1,44.4,23.6,karst_habitat,NONE,98.9
KNT-QWU,2021-12-01,24.2,68.0,71.5,53.0,24.0,18.6,karst_habitat,NONE,95.8
KNT-QWU,2022-01-01,25.5,94.8,60.2,51.2,31.3,29.4,karst_habitat,NONE,98.4
KNT-QWU,2022-02-01,26.69,108.1,68.8,52.7,30.8,61.2,karst_habitat,NONE,97.1
KNT-QWU,2022-03-01,26.21,140.8,66.4,56.5,39.4,56.6,karst_habitat,NONE,96.1
KNT-QWU,2022-04-01,26.32,158.2,77.0,61.6,41.7,43.1,karst_habitat,NONE,98.3
KNT-QWU,2022-05-01,25.66,296.3,81.0,64.1,37.6,23.7,karst_habitat,NONE,97.1
KNT-QWU,2022-06-01,25.94,291.3,88.7,62.1,42.5,27.5,karst_habitat,NONE,94.3
KNT-QWU,2022-07-01,24.43,274.1,85.9,63.6,30.4,23.8,karst_habitat,NONE,97.6
KNT-QWU,2022-08-01,24.28,280.8,83.8,56.4,21.4,47.9,karst_habitat,NONE,96.8
KNT-QWU,2022-09-01,22.48,276.4,85.8,61.1,27.3,54.9,karst_habitat,NONE,93.2
KNT-QWU,2022-10-01,23.02,185.0,78.9,55.6,30.5,55.8,karst_habitat,NONE,93.6
KNT-QWU,2022-11-01,22.83,134.9,75.0,59.0,39.1,17.3,karst_habitat,NONE,92.0
KNT-QWU,2022-12-01,25.28,95.0,71.7,52.6,29.4,27.9,karst_habitat,NONE,96.6
KNT-QWU,2023-01-01,25.1,120.8,68.3,52.2,28.4,16.2,karst_habitat,NONE,97.4
KNT-QWU,2023-02-01,25.93,83.1,71.6,53.7,41.3,61.0,karst_habitat,NONE,97.4
KNT-QWU,2023-03-01,27.34,134.9,73.4,54.1,47.5,52.0,karst_habitat,NONE,96.9
KNT-QWU,2023-04-01,26.31,176.4,74.9,53.5,32.2,62.0,karst_habitat,NONE,90.9
KNT-QWU,2023-05-01,26.01,228.3,78.5,68.7,33.3,27.8,karst_habitat,NONE,92.1
KNT-QWU,2023-06-01,26.32,301.8,82.5,68.2,24.5,32.0,karst_habitat,NONE,93.7
KNT-QWU,2023-07-01,24.52,355.4,87.1,71.3,53.1,20.0,karst_habitat,NONE,100.0
KNT-QWU,2023-08-01,23.93,265.5,86.0,65.6,31.4,67.8,karst_habitat,NONE,96.1
KNT-QWU,2023-09-01,23.59,196.4,81.7,58.8,40.8,54.9,karst_habitat,NONE,98.9
KNT-QWU,2023-10-01,23.43,188.0,77.2,56.3,24.5,49.4,karst_habitat,NONE,93.2
KNT-QWU,2023-11-01,23.06,153.8,73.8,56.3,37.3,25.6,karst_habitat,NONE,94.8
KNT-QWU,2023-12-01,24.4,120.6,67.9,51.5,37.0,11.9,karst_habitat,NONE,94.0
KNT-QWU,2024-01-01,24.85,94.5,69.5,48.7,44.6,29.9,karst_habitat,NONE,93.5
KNT-QWU,2024-02-01,26.76,94.2,70.4,42.6,30.4,61.4,karst_habitat,NONE,94.6
KNT-QWU,2024-03-01,26.15,128.9,77.8,56.3,41.6,58.1,karst_habitat,NONE,97.7
KNT-QWU,2024-04-01,26.82,194.2,76.9,61.3,44.4,39.1,karst_habitat,NONE,91.9
KNT-QWU,2024-05-01,25.76,249.7,88.8,62.1,40.4,27.3,karst_habitat,NONE,96.0
KNT-QWU,2024-06-01,25.0,293.8,80.4,64.7,37.2,28.8,karst_habitat,HEAVY_RAIN,92.9
KNT-QWU,2024-07-01,24.2,330.7,80.2,64.6,32.5,10.8,karst_habitat,NONE,99.3
KNT-QWU,2024-08-01,24.02,283.3,84.2,61.2,26.7,53.8,karst_habitat,NONE,89.4
KNT-QWU,2024-09-01,23.91,266.4,82.9,65.0,36.8,65.2,karst_habitat,NONE,92.1
KNT-QWU,2024-10-01,22.99,183.5,80.8,61.5,38.0,57.0,karst_habitat,NONE,94.1
KNT-QWU,2024-11-01,24.8,132.8,78.4,56.7,39.6,19.0,karst_habitat,NONE,87.3
KNT-QWU,2024-12-01,24.01,101.3,69.8,49.5,27.3,18.6,karst_habitat,NONE,96.6
KNT-QWU,2025-01-01,24.85,81.0,71.3,54.5,30.1,20.5,karst_habitat,NONE,98.0
KNT-QWU,2025-02-01,25.18,106.6,70.7,50.1,31.6,58.4,karst_habitat,NONE,93.9
KNT-QWU,2025-03-01,27.06,120.3,70.0,55.0,38.0,52.5,karst_habitat,NONE,100.0
KNT-QWU,2025-04-01,25.5,190.3,78.3,59.0,40.8,49.6,karst_habitat,NONE,95.3
KNT-QWU,2025-05-01,26.12,252.6,84.3,57.9,37.2,18.3,karst_habitat,NONE,97.8
KNT-QWU,2025-06-01,25.26,339.1,83.2,63.2,22.4,10.7,karst_habitat,NONE,96.1
KNT-SEN,2019-01-01,24.54,69.1,73.7,56.5,20.3,32.0,karst_habitat,NONE,90.1
KNT-SEN,2019-02-01,26.57,92.4,72.9,55.8,19.9,31.2,karst_habitat,NONE,94.6
KNT-SEN,2019-03-01,27.85,111.6,75.1,61.1,28.5,27.7,karst_habitat,NONE,93.4
KNT-SEN,2019-04-01,27.09,162.1,76.7,62.9,22.5,49.1,karst_habitat,NONE,94.4
KNT-SEN,2019-05-01,28.32,217.5,79.5,64.6,9.0,28.1,karst_habitat,NONE,100.0
KNT-SEN,2019-06-01,26.05,264.6,88.9,72.9,13.9,28.8,karst_habitat,NONE,99.8
KNT-SEN,2019-07-01,25.81,263.9,86.3,74.8,16.9,16.4,karst_habitat,NONE,99.1
KNT-SEN,2019-08-01,25.1,282.2,88.5,63.1,6.5,39.6,karst_habitat,HEAVY_RAIN,92.2
KNT-SEN,2019-09-01,24.58,252.0,85.3,66.5,22.6,34.3,karst_habitat,NONE,96.3
KNT-SEN,2019-10-01,24.81,224.3,82.3,58.7,32.8,36.3,karst_habitat,NONE,100.0
KNT-SEN,2019-11-01,24.47,151.0,73.7,54.9,8.8,25.2,karst_habitat,NONE,94.2
KNT-SEN,2019-12-01,24.63,94.5,70.8,61.1,9.6,29.8,karst_habitat,NONE,99.7
KNT-SEN,2020-01-01,26.31,81.4,70.8,53.1,27.5,32.8,karst_habitat,NONE,98.3
KNT-SEN,2020-02-01,27.02,89.3,70.8,60.4,14.3,31.2,karst_habitat,NONE,100.0
KNT-SEN,2020-03-01,26.88,99.4,74.8,59.6,13.6,32.7,karst_habitat,NONE,97.4
KNT-SEN,2020-04-01,27.22,136.3,85.9,58.3,15.3,38.5,karst_habitat,NONE,98.2
KNT-SEN,2020-05-01,27.77,225.6,84.6,67.9,25.8,40.3,karst_habitat,NONE,93.6
KNT-SEN,2020-06-01,26.84,254.9,83.9,72.8,13.4,26.0,karst_habitat,NONE,95.3
KNT-SEN,2020-07-01,25.65,293.8,89.6,75.7,21.5,33.5,karst_habitat,NONE,95.6
KNT-SEN,2020-08-01,24.81,261.6,88.6,66.8,16.8,27.8,karst_habitat,NONE,98.4
KNT-SEN,2020-09-01,24.6,212.8,88.5,63.6,22.3,23.4,karst_habitat,NONE,97.7
KNT-SEN,2020-10-01,24.11,192.1,79.7,51.4,9.6,24.7,karst_habitat,NONE,100.0
KNT-SEN,2020-11-01,25.04,131.6,78.0,61.8,9.4,34.3,karst_habitat,NONE,100.0
KNT-SEN,2020-12-01,25.2,102.7,74.2,58.4,11.6,44.1,karst_habitat,NONE,98.4
KNT-SEN,2021-01-01,25.75,86.4,69.0,55.7,7.6,36.5,karst_habitat,NONE,98.0
KNT-SEN,2021-02-01,27.29,93.2,76.6,53.3,20.5,38.6,karst_habitat,NONE,96.8
KNT-SEN,2021-03-01,27.23,149.3,70.5,63.0,22.7,33.6,karst_habitat,NONE,100.0
KNT-SEN,2021-04-01,29.01,143.5,76.0,66.1,11.1,37.7,karst_habitat,NONE,97.1
KNT-SEN,2021-05-01,27.08,269.3,86.0,62.2,20.0,35.7,karst_habitat,NONE,95.5
KNT-SEN,2021-06-01,27.05,291.3,86.2,69.1,13.1,28.0,karst_habitat,NONE,96.2
KNT-SEN,2021-07-01,25.61,297.6,90.3,74.7,28.3,33.6,karst_habitat,NONE,98.2
KNT-SEN,2021-08-01,24.81,285.9,87.2,68.9,16.3,29.9,karst_habitat,NONE,98.2
KNT-SEN,2021-09-01,24.14,220.4,86.7,63.4,9.1,39.9,karst_habitat,NONE,94.5
KNT-SEN,2021-10-01,23.61,156.3,77.7,61.9,9.9,37.8,karst_habitat,NONE,98.6
KNT-SEN,2021-11-01,24.4,106.9,74.7,65.1,24.2,21.0,karst_habitat,NONE,96.3
KNT-SEN,2021-12-01,26.2,45.2,66.9,49.3,17.4,40.4,karst_habitat,NONE,100.0
KNT-SEN,2022-01-01,26.8,73.9,71.2,57.3,8.8,31.7,karst_habitat,NONE,100.0
KNT-SEN,2022-02-01,27.58,90.0,75.6,59.8,23.1,33.0,karst_habitat,NONE,98.0
KNT-SEN,2022-03-01,27.28,136.7,74.2,63.7,20.4,19.9,karst_habitat,NONE,100.0
KNT-SEN,2022-04-01,27.83,186.4,78.6,69.0,13.4,30.5,karst_habitat,NONE,99.4
KNT-SEN,2022-05-01,27.26,279.7,83.0,74.6,22.1,30.9,karst_habitat,NONE,97.7
KNT-SEN,2022-06-01,26.92,296.2,84.8,68.1,30.1,39.2,karst_habitat,NONE,92.7
KNT-SEN,2022-07-01,26.73,280.5,88.9,66.4,12.9,27.5,karst_habitat,NONE,97.6
KNT-SEN,2022-08-01,24.99,301.9,85.8,70.4,24.9,29.2,karst_habitat,NONE,97.8
KNT-SEN,2022-09-01,24.75,261.1,86.9,68.8,10.3,45.1,karst_habitat,NONE,92.3
KNT-SEN,2022-10-01,24.14,213.5,82.0,66.7,7.8,31.3,karst_habitat,NONE,100.0
KNT-SEN,2022-11-01,24.2,112.1,75.8,58.1,20.4,24.8,karst_habitat,NONE,96.8
KNT-SEN,2022-12-01,23.88,112.2,73.1,60.4,11.0,38.5,karst_habitat,NONE,94.8
KNT-SEN,2023-01-01,26.39,26.3,69.0,53.4,19.4,42.2,karst_habitat,DRY_SPELL,99.3
KNT-SEN,2023-02-01,26.53,95.1,73.7,60.2,24.5,33.7,karst_habitat,NONE,94.0
KNT-SEN,2023-03-01,27.24,146.3,76.4,66.0,31.3,31.7,karst_habitat,NONE,95.1
KNT-SEN,2023-04-01,27.45,178.9,82.0,63.6,12.1,32.8,karst_habitat,NONE,97.1
KNT-SEN,2023-05-01,26.93,234.4,89.3,64.9,17.4,30.6,karst_habitat,NONE,96.1
KNT-SEN,2023-06-01,27.42,238.7,91.5,68.1,18.1,29.5,karst_habitat,NONE,97.1
KNT-SEN,2023-07-01,26.72,254.7,92.6,73.9,9.9,27.1,karst_habitat,NONE,96.1
KNT-SEN,2023-08-01,25.4,310.1,91.9,68.3,28.3,33.1,karst_habitat,HEAVY_RAIN,96.9
KNT-SEN,2023-09-01,24.17,252.1,89.2,63.6,13.0,41.8,karst_habitat,NONE,94.5
KNT-SEN,2023-10-01,25.68,173.3,86.8,61.8,21.6,29.0,karst_habitat,NONE,93.9
KNT-SEN,2023-11-01,25.63,125.9,78.4,56.7,19.4,36.7,karst_habitat,NONE,93.6
KNT-SEN,2023-12-01,25.76,86.4,70.9,55.4,4.4,38.0,karst_habitat,NONE,96.9
KNT-SEN,2024-01-01,26.34,88.7,70.3,59.4,26.7,47.6,karst_habitat,NONE,99.1
KNT-SEN,2024-02-01,27.11,62.1,74.6,62.4,15.7,40.1,karst_habitat,NONE,95.8
KNT-SEN,2024-03-01,27.31,129.1,74.3,63.4,26.2,33.6,karst_habitat,NONE,98.9
KNT-SEN,2024-04-01,27.22,150.5,77.1,60.8,15.2,30.1,karst_habitat,NONE,100.0
KNT-SEN,2024-05-01,28.19,232.6,83.3,70.8,20.9,39.4,karst_habitat,NONE,100.0
KNT-SEN,2024-06-01,27.03,251.7,84.8,65.3,19.1,34.7,karst_habitat,NONE,93.0
KNT-SEN,2024-07-01,25.17,268.7,85.0,64.6,22.1,48.5,karst_habitat,NONE,100.0
KNT-SEN,2024-08-01,24.02,283.9,86.0,71.6,26.2,17.3,karst_habitat,NONE,96.3
KNT-SEN,2024-09-01,24.66,199.4,81.6,69.5,24.1,29.6,karst_habitat,NONE,97.7
KNT-SEN,2024-10-01,24.42,199.9,85.5,66.2,11.7,32.6,karst_habitat,NONE,92.4
KNT-SEN,2024-11-01,23.74,150.7,75.3,56.1,13.9,20.7,karst_habitat,NONE,94.9
KNT-SEN,2024-12-01,25.48,145.7,65.6,52.1,26.2,29.4,karst_habitat,NONE,99.8
KNT-SEN,2025-01-01,25.78,46.1,70.5,55.0,5.4,36.2,karst_habitat,NONE,94.0
KNT-SEN,2025-02-01,26.48,75.5,68.8,56.8,18.5,31.8,karst_habitat,NONE,95.4
KNT-SEN,2025-03-01,27.29,119.8,73.0,62.0,28.2,37.0,karst_habitat,NONE,99.4
KNT-SEN,2025-04-01,28.42,185.7,78.2,60.7,23.3,41.9,karst_habitat,NONE,96.9
KNT-SEN,2025-05-01,27.04,264.8,88.1,64.5,16.5,47.2,karst_habitat,NONE,96.4
KNT-SEN,2025-06-01,27.3,277.7,84.4,76.4,15.6,32.1,karst_habitat,NONE,98.6
KNT-TEX,2019-01-01,25.59,98.1,73.3,61.6,8.3,27.9,mixed_forest,NONE,98.8
KNT-TEX,2019-02-01,25.85,63.7,67.5,67.0,20.2,31.7,mixed_forest,NONE,98.5
KNT-TEX,2019-03-01,26.35,120.7,73.6,64.0,0.0,24.9,mixed_forest,NONE,94.6
KNT-TEX,2019-04-01,28.48,142.8,73.1,76.4,2.8,30.9,mixed_forest,NONE,89.3
KNT-TEX,2019-05-01,26.49,209.6,86.6,76.7,39.0,26.3,mixed_forest,NONE,96.6
KNT-TEX,2019-06-01,26.8,237.5,80.8,81.4,35.0,26.9,mixed_forest,NONE,94.5
KNT-TEX,2019-07-01,25.46,249.6,87.2,73.5,39.9,37.1,mixed_forest,NONE,95.0
KNT-TEX,2019-08-01,25.26,230.9,83.5,75.7,45.7,24.8,mixed_forest,NONE,97.4
KNT-TEX,2019-09-01,23.97,222.3,78.7,76.8,0.0,30.1,mixed_forest,NONE,93.1
KNT-TEX,2019-10-01,23.12,95.4,72.9,65.7,3.1,24.4,mixed_forest,NONE,99.7
KNT-TEX,2019-11-01,24.38,122.7,75.3,72.6,13.3,38.4,mixed_forest,NONE,94.6
KNT-TEX,2019-12-01,25.26,65.9,71.2,64.6,12.4,24.6,mixed_forest,NONE,92.7
KNT-TEX,2020-01-01,27.24,52.2,72.2,58.1,12.1,27.7,mixed_forest,NONE,96.9
KNT-TEX,2020-02-01,26.5,32.6,76.3,63.4,2.8,15.7,mixed_forest,DRY_SPELL,97.3
